itemsets,count,support
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Tax', 'Housing', 'Groceries'})",33.0,0.0000003756
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",147.0,0.0000016731
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Tax'})",32.0,0.0000003642
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Tax'})",24.0,0.0000002732
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries'})",250.0,0.0000028454
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",66.0,0.0000007512
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Tax'})",484.0,0.0000055087
"frozenset({'Gambling', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",90.0,0.0000010243
"frozenset({'Gambling', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",261.0,0.0000029706
"frozenset({'Gambling', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",612.0,0.0000069655
"frozenset({'Gambling', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",1362.0,0.0000155016
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",171.0,0.0000019462
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",63.0,0.0000007170
"frozenset({'Gambling', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",710.0,0.0000080809
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",264.0,0.0000030047
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Tax', 'Housing', 'Groceries'})",43.0,0.0000004894
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Groceries'})",131.0,0.0000014910
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Tax'})",723.0,0.0000082288
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",939.0,0.0000106873
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",166.0,0.0000018893
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",332.0,0.0000037787
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",979.0,0.0000111425
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",1860.0,0.0000211696
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",434.0,0.0000049396
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Motor/Travel'})",252.0,0.0000028681
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Tax'})",92.0,0.0000010471
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Motor/Travel', 'Tax'})",485.0,0.0000055200
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",110.0,0.0000012520
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",222.0,0.0000025267
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Tax'})",67.0,0.0000007626
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",266.0,0.0000030275
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries'})",63.0,0.0000007170
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",84.0,0.0000009560
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",1514.0,0.0000172316
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",580.0,0.0000066013
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",1176.0,0.0000133847
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",67.0,0.0000007626
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",185.0,0.0000021056
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",563.0,0.0000064078
"frozenset({'Clothing', 'Education', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",894.0,0.0000101751
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",133.0,0.0000015137
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Housing', 'Motor/Travel'})",96.0,0.0000010926
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Housing', 'Tax'})",36.0,0.0000004097
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Entertainment', 'Motor/Travel'})",136.0,0.0000015479
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Motor/Travel', 'Tax'})",195.0,0.0000022194
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",42.0,0.0000004780
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",114.0,0.0000012975
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Tax'})",22.0,0.0000002504
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",93.0,0.0000010585
"frozenset({'Clothing', 'Gambling', 'Education', 'Health', 'Motor/Travel', 'Groceries'})",91.0,0.0000010357
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Motor/Travel', 'Groceries'})",33.0,0.0000003756
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",479.0,0.0000054518
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries'})",355.0,0.0000040404
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Groceries', 'Tax'})",326.0,0.0000037104
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Housing', 'Groceries'})",164.0,0.0000018666
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",2918.0,0.0000332113
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",566.0,0.0000064419
"frozenset({'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",1483.0,0.0000168788
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",201.0,0.0000022877
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",1015.0,0.0000115523
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",335.0,0.0000038128
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",125.0,0.0000014227
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Tax', 'Housing', 'Groceries'})",36.0,0.0000004097
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries'})",64.0,0.0000007284
"frozenset({'Gambling', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",43.0,0.0000004894
"frozenset({'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",194.0,0.0000022080
"frozenset({'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",70.0,0.0000007967
"frozenset({'Clothing', 'Gambling', 'Education', 'Health', 'Entertainment', 'Groceries'})",247.0,0.0000028112
"frozenset({'Clothing', 'Gambling', 'Education', 'Entertainment', 'Groceries', 'Motor/Travel'})",672.0,0.0000076484
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel'})",167.0,0.0000019007
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",1294.0,0.0000147277
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Tax'})",358.0,0.0000040746
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Tax'})",14.0,0.0000001593
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Tax'})",35.0,0.0000003984
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Tax'})",91.0,0.0000010357
"frozenset({'Clothing', 'Gambling', 'Education', 'Bills and Utilities', 'Health', 'Groceries'})",40.0,0.0000004553
"frozenset({'Clothing', 'Gambling', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Groceries'})",91.0,0.0000010357
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Gambling'})",29.0,0.0000003301
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Groceries'})",226.0,0.0000025722
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Groceries'})",99.0,0.0000011268
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Housing', 'Groceries'})",19.0,0.0000002162
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Tax', 'Housing', 'Groceries'})",41.0,0.0000004666
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries'})",96.0,0.0000010926
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Groceries', 'Tax'})",193.0,0.0000021966
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Tax', 'Groceries'})",43.0,0.0000004894
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing'})",24.0,0.0000002732
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Tax', 'Housing'})",16.0,0.0000001821
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Tax'})",34.0,0.0000003870
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing'})",12.0,0.0000001366
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Motor/Travel', 'Tax'})",374.0,0.0000042567
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Tax'})",30.0,0.0000003414
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Motor/Travel'})",183.0,0.0000020828
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing'})",30.0,0.0000003414
"frozenset({'Health', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",1302.0,0.0000148188
"frozenset({'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",798.0,0.0000090825
"frozenset({'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",446.0,0.0000050762
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Gambling'})",329.0,0.0000037445
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Gambling'})",77.0,0.0000008764
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Gambling', 'Motor/Travel'})",212.0,0.0000024129
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries'})",645.0,0.0000073411
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries'})",273.0,0.0000031072
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel'})",1830.0,0.0000208282
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries'})",316.0,0.0000035966
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Tax'})",555.0,0.0000063167
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing'})",72.0,0.0000008195
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Motor/Travel'})",441.0,0.0000050193
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Tax'})",125.0,0.0000014227
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Motor/Travel'})",210.0,0.0000023901
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Tax'})",67.0,0.0000007626
"frozenset({'Clothing', 'Education', 'Health', 'Motor/Travel', 'Housing', 'Groceries'})",48.0,0.0000005463
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Tax', 'Housing'})",10.0,0.0000001138
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Entertainment', 'Groceries', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Motor/Travel'})",234.0,0.0000026633
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Motor/Travel', 'Tax'})",538.0,0.0000061233
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",111.0,0.0000012633
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",302.0,0.0000034372
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Tax'})",35.0,0.0000003984
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",181.0,0.0000020601
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Groceries'})",215.0,0.0000024470
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Groceries'})",83.0,0.0000009447
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Motor/Travel', 'Groceries', 'Tax'})",157.0,0.0000017869
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries'})",133.0,0.0000015137
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",312.0,0.0000035510
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",56.0,0.0000006374
"frozenset({'Clothing', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",149.0,0.0000016958
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Tax', 'Housing', 'Groceries'})",14.0,0.0000001593
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",100.0,0.0000011382
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Tax'})",112.0,0.0000012747
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Tax'})",24.0,0.0000002732
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Motor/Travel'})",280.0,0.0000031868
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",2339.0,0.0000266214
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries'})",622.0,0.0000070793
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries'})",221.0,0.0000025153
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel'})",1731.0,0.0000197014
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries'})",199.0,0.0000022649
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Tax'})",427.0,0.0000048599
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel'})",394.0,0.0000044843
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",140.0,0.0000015934
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",283.0,0.0000032210
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",3302.0,0.0000375818
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries'})",397.0,0.0000045185
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Tax'})",912.0,0.0000103800
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",1303.0,0.0000148301
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",165.0,0.0000018780
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",442.0,0.0000050306
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",1046.0,0.0000119051
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",297.0,0.0000033803
"frozenset({'Gambling', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",392.0,0.0000044616
"frozenset({'Clothing', 'Education', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",107.0,0.0000012178
"frozenset({'Clothing', 'Education', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",68.0,0.0000007739
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",84.0,0.0000009560
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",27.0,0.0000003073
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",108.0,0.0000012292
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",22.0,0.0000002504
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",18.0,0.0000002049
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",11.0,0.0000001252
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",56.0,0.0000006374
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",11.0,0.0000001252
"frozenset({'Gambling', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",29.0,0.0000003301
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",147.0,0.0000016731
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",58.0,0.0000006601
"frozenset({'Clothing', 'Gambling', 'Education', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",69.0,0.0000007853
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",37.0,0.0000004211
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",74.0,0.0000008422
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",23.0,0.0000002618
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",196.0,0.0000022308
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",35.0,0.0000003984
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",95.0,0.0000010812
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Tax'})",4.0,0.0000000455
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",162.0,0.0000018438
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",59.0,0.0000006715
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",114.0,0.0000012975
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",95.0,0.0000010812
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",234.0,0.0000026633
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",43.0,0.0000004894
"frozenset({'Clothing', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",117.0,0.0000013316
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",7.0,0.0000000797
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",75.0,0.0000008536
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",26.0,0.0000002959
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",11.0,0.0000001252
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",3.0,0.0000000341
"frozenset({'Clothing', 'Fines', 'Entertainment', 'Housing', 'Groceries', 'Gambling'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",16.0,0.0000001821
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",9.0,0.0000001024
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",51.0,0.0000005805
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",34.0,0.0000003870
"frozenset({'Fines', 'Clothing', 'Bills and Utilities', 'Health'})",30.0,0.0000003414
"frozenset({'Fines', 'Groceries', 'Gambling', 'Bills and Utilities'})",78.0,0.0000008878
"frozenset({'Fines', 'Groceries', 'Savings', 'Bills and Utilities'})",57.0,0.0000006487
"frozenset({'Motor/Travel', 'Fines', 'Health', 'Bills and Utilities'})",101.0,0.0000011495
"frozenset({'Tax', 'Fines', 'Health', 'Bills and Utilities'})",27.0,0.0000003073
"frozenset({'Motor/Travel', 'Fines', 'Bills and Utilities', 'Tax'})",55.0,0.0000006260
"frozenset({'Motor/Travel', 'Fines', 'Gambling'})",463.0,0.0000052696
"frozenset({'Tax', 'Gambling', 'Savings', 'Bills and Utilities'})",556.0,0.0000063281
"frozenset({'Fines', 'Clothing', 'Groceries', 'Education'})",50.0,0.0000005691
"frozenset({'Housing', 'Clothing', 'Gambling', 'Education'})",320.0,0.0000036421
"frozenset({'Housing', 'Clothing', 'Gambling', 'Health'})",499.0,0.0000056794
"frozenset({'Housing', 'Clothing', 'Gambling', 'Savings'})",176.0,0.0000020031
"frozenset({'Tax', 'Clothing', 'Gambling', 'Savings'})",300.0,0.0000034145
"frozenset({'Clothing', 'Education', 'Savings', 'Tax', 'Housing', 'Groceries'})",11.0,0.0000001252
"frozenset({'Housing', 'Health', 'Savings', 'Bills and Utilities'})",804.0,0.0000091508
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",7.0,0.0000000797
"frozenset({'Fines', 'Clothing', 'Gambling'})",144.0,0.0000016389
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",11.0,0.0000001252
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",7.0,0.0000000797
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",4.0,0.0000000455
"frozenset({'Clothing', 'Education', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",24.0,0.0000002732
"frozenset({'Entertainment', 'Fines', 'Clothing', 'Gambling'})",95.0,0.0000010812
"frozenset({'Education', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",62.0,0.0000007057
"frozenset({'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",34.0,0.0000003870
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Gambling', 'Motor/Travel'})",8.0,0.0000000911
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",6.0,0.0000000683
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",8.0,0.0000000911
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",7.0,0.0000000797
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",3.0,0.0000000341
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",2.0,0.0000000228
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",10.0,0.0000001138
"frozenset({'Clothing', 'Education', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",21.0,0.0000002390
